id,rank_lower_bound,family,parameter,a1,a2,a3,a4,a6,source_certificate,source_curve_index
new-20260906-168,22,074d9,1381/558,0,0,0,-24581829363663085375656996350503422052379144881/48,3756745121349575749524831126259882307539029207384694910956685013615721/864,compact192_r17_results_v1.json,27
new-20260905-21,22,074d9,148/225,0,0,0,-134089692702519460889394962958882676366073881/48,1561075627934816315488601774219771919731997583008907094131909600765/864,compact_atlas_new_curves_v1.json,0
new-20260906-169,22,07ca9,1443/986,0,0,0,-77923771542157693502979274685150078245420196258161/48,691923379776935358241635689612526727084266011310880804466380862214590760841/864,compact192_r17_results_v1.json,55
new-20260906-170,22,07ca9,1572/785,0,0,0,-2830783821963731538526541754634497547626292820521/3,36709352240789343610944708914398774600213093446319194062610864508078905323/108,compact192_r17_results_v1.json,63
new-20260906-171,22,07ca9,167/887,0,0,0,-18424765681560921180398460596078828494150866518836/3,167484103160143698382277914385906270104661111440900206232746557325206706332/27,compact192_r17_results_v1.json,56
new-20260906-61,22,07ca9,267/1004,0,0,0,-2085529517994276946331992419510764020156872546721/48,3008910565552697293575282637611148685288854353917344124184347800887786481/864,next24_r17_results_v1.json,7
new-20260906-172,22,07ca9,3076/2339,0,0,0,-983914961758344840654283963156779123341893589886477,12153084261771322542317530541406369435279993058680099848095406961699402940029,compact192_r17_results_v1.json,51
new-20260906-62,22,07ca9,3221/1002,0,0,0,-1242472368235100826499953796332155555530235234010241/48,37352447057390621236602815749531522232392902964056429123335687873746744032961/864,next24_r17_results_v1.json,5
new-20260906-47,22,07ca9,633/4064,0,0,0,-256963334664943977892509509752842433030227606218479825/48,140824852636277237817296782943598150230326217901380250736338463216577083355145625/864,fresh_r17_paired_results_v1.json,5
new-20260906-173,22,08234,-2185/106,0,0,0,-20922623972365750203848307324607519096830401827/16,591357331910583527646853762859323239589027175182911206708961905647727/32,compact192_r17_results_v1.json,83
new-20260906-174,22,08234,2627/65,0,0,0,-145895126697680173900284046181791362054833141221/3,112301395007833479147348577991356644199220659758687017558688088375795550/27,compact192_r17_results_v1.json,90
new-20260906-175,22,08f72,-1737/1790,0,0,0,-668633718259764434044266415209188064662921680189563675/16,101305857453707252904887617844078991551720553519127063955787714396384835115422875/32,compact192_r17_results_v1.json,115
new-20260906-176,22,08f72,-2449/1927,0,0,0,-332378877893154543315451849113399679173203469554002201/48,189316476461769863466978880647579876688893613638863081673730750774051876202896765/864,compact192_r17_results_v1.json,111
new-20260906-177,22,103b2,-3939/2032,0,0,0,-118371139273118777952864750248607750864662602140878476/3,78092417420292070467210963792565777470323609395250306429922149028766482429571052/27,compact192_r17_results_v1.json,131
new-20260906-178,22,103b2,1986/1147,0,0,0,-586238659683178105782298267716058630186837143448081/48,14023630380434072919687745591230999577355524333301937901789369105569514982521/864,compact192_r17_results_v1.json,151
new-20260906-179,22,103b2,3371/300,0,0,0,-194231787903235333337225251596165125456436759387796/3,3100080120277645991117051723165672032411337253652477123562198768824536664688/27,compact192_r17_results_v1.json,152
new-20260906-180,22,103b2,3466/307,0,0,0,-80338577171810432394918662400006537016644341866107/16,76642099329334763310831660965125747035481410681749883197921268282368591403/32,compact192_r17_results_v1.json,137
new-20260906-100,22,103b2,4271/6508,0,0,0,-32785791163298211014757211372287463368045123257508436900/3,311773562784641633855794862923031799953195168262163858179254148618151978895529117200/27,higher24_r17_results_v1.json,17
new-20260906-181,22,11952,-8/27,0,0,0,-93765147436610215931360778954901275/16,5683578607508206716115129592254407012942446517086875/32,compact192_r17_results_v1.json,178
new-20260906-182,22,11952,1737/530,0,0,0,-11147857590779999586771770773643375957615326876/3,2383443681178887600199911755147246694099910135797263610465950573728748/27,compact192_r17_results_v1.json,184
new-20260906-183,22,11952,1972/1459,0,0,0,-115695693244950460345611288759140471696624231205841/48,927255870802782118240345109263316564257184199250031175077621040517668165145/864,compact192_r17_results_v1.json,170
new-20260906-184,22,11952,402/517,0,0,0,-195378547811946535203954958040138999482963516225/48,84326643290168425988629666631226688841204789137689815277610071333568225/864,compact192_r17_results_v1.json,161
new-20260906-185,22,11952,420/2827,0,0,0,-330692137430076931734373361493510027014044740012363601/48,189810112461596780865703481853157261543094082397049502083109861528120074879405401/864,compact192_r17_results_v1.json,173
new-20260905-22,22,11952,744/5,0,0,0,-4063384567920618053835077317387821685695636001/48,259527928889484101754535919006527466781680517100299833243937677827249/864,compact_atlas_new_curves_v1.json,5
new-20260905-23,22,a1-fibration-01,32/253,0,0,0,-207139956293720446723965605606753733949567201/48,3008944074875862942827189642804920106132920316285073995001628490449/864,prospective_mw16_results_v1.json,5
new-20260905-24,22,a1-fibration-01,699/19,0,0,0,-2616694124708660172877303624198138870930021/3,8409339386415740466252941975875560165385478877807700452100503230/27,prospective_mw16_results_v1.json,10
new-20260905-25,22,a1-fibration-04,-20/23,0,0,0,-15934888314775240038746295987121630081/48,82383047242202763540001568211149272618564872920847505729/864,prospective_mw16_results_v1.json,18
new-20260905-26,22,a1-fibration-04,-209/118,0,0,0,-11605134730400506787766524645782712923692,470807652387768006769757541751394657493035578041770983201524,prospective_mw16_results_v1.json,13
new-20260905-27,22,a1-fibration-04,-338/47,0,0,0,-1991619473792148862052840336765938122707281/48,2751339315220982402282073491037598863018830955042260390861023321/864,prospective_mw16_results_v1.json,8
new-20260905-35,22,a1-fibration-05,-279/730,0,0,0,-1684267561175676218204659877075826835984437706156/3,4056770196577939570552925475141332133620008847041099089213038410822761392/27,prospective_mw16_next12_results_v1.json,9
new-20260905-36,22,a1-fibration-05,3/17,0,0,0,-8757694876923775508381266823958721/48,613442721819278218538866218950317441901175299796769/864,prospective_mw16_next12_results_v1.json,0
new-20260905-28,22,published-R17,-3/148,0,0,0,-55402466126720854720529875017318832927467241/48,415607032911357131298082239140371703113671438862330072073483753461/864,compact_r17_new_curves_v1.json,1
new-20260905-29,22,published-R17,-70/61,0,0,0,-138418085422864298275278067020347093392081/48,51756366222889322445647903838968079513515851616493467447738521/864,compact_r17_new_curves_v1.json,3
new-20260905-30,22,published-R17,-7540/2317,0,0,0,-287236357293012687914661583127000369917505212547425441/48,150632732251232181216601093207672372850634648406431676628628842324044938815771761/864,compact_r17_largest_gain_curve_v1.json,0
new-20260905-31,22,published-R17,1348/1431,0,0,0,-1282135780777709553371222989825622707518504955814245825/48,1453195207919874848417377434717374037584414911914061639099186402748440283967870625/864,compact_r17_top64_interim_curves_v1.json,7
new-20260905-32,22,published-R17,8/39,0,0,0,-1737108081485252632095666680319464401/48,2283274395618282519265533007771376092155636814324056601/864,compact_r17_new_curves_v1.json,4
